COD_UF,COD_MUNICIPIO,COD_DISTRITO,COD_SUBDISTRITO,SITUACAO,NOM_TIPO_SEGLOGR,NOM_TITULO_SEGLOGR,NOM_SEGLOGR,NUM_ENDERECO,DSC_MODIFICADOR,NOM_COMP_ELEM1,VAL_COMP_ELEM1,NOM_COMP_ELEM2,VAL_COMP_ELEM2,NOM_COMP_ELEM3,VAL_COMP_ELEM3,NOM_COMP_ELEM4,VAL_COMP_ELEM4,NOM_COMP_ELEM5,VAL_COMP_ELEM5,LATITUDE,LONGITUDE,ALTITUDE,DSC_LOCALIDADE,COD_ESPECIE,CEP
31,9006,5,0,2,FAZENDA,SAO,JOSE,,SN,,,,,,,,,,,-20.208453305555555,-44.151655,772.0,MARICOTA,3,35460000
31,9006,5,0,2,RUA,,UM,550.0,,,,,,,,,,,,-20.233571666666666,-44.127145,744.0,TOCA DE CIMA,3,35460000
31,9006,5,0,2,RUA,,UM,475.0,,,,,,,,,,,,-20.233021638888886,-44.126159972222226,746.0,TOCA DE CIMA,3,35460000
31,9006,5,0,2,RUA,,UM,581.0,,,,,,,,,,,,-20.233628333333336,-44.127305,745.0,TOCA DE CIMA,3,35460000
31,9006,5,0,2,RUA,,UM,600.0,,,,,,,,,,,,-20.232311638888888,-44.125053305555554,756.0,TOCA DE CIMA,3,35460000
31,9006,5,0,2,RUA,,UM,,SN,,,,,,,,,,,-20.178658305555558,-44.167456666666666,752.0,PONTE DAS ALMORREIMAS,3,35460000
31,9006,5,0,2,RUA,,GUARIBAS,120.0,,,,,,,,,,,,-20.177748333333334,-44.18099997222222,784.0,GUARIBAS,3,35460000
31,9006,5,0,2,ESTRADA,,SEM DENOMINACAO,,SN,,,,,,,,,,,-20.180593333333334,-44.18063330555555,792.0,BRUMADINHO,3,35460000
31,9006,5,0,2,ESTRADA,,SEM DENOMINACAO,,SN,,,,,,,,,,,-20.190171666666668,-44.16724163888889,770.0,PONTE DAS ALMORREIMAS,3,35460000
31,9006,5,0,2,ESTRADA,,SEM DENOMINACAO,,SN,,,,,,,,,,,-20.197355,-44.14695663888889,799.0,MARICOTA,3,35460000
31,9006,5,0,2,ESTRADA,,SEM DENOMINACAO,,SN,,,,,,,,,,,-20.183933333333332,-44.15036330555555,796.0,PONTE DAS ALMORREIMAS,3,35460000
31,9006,5,0,2,ESTRADA,,SEM DENOMINACAO,,SN,,,,,,,,,,,-20.173243333333335,-44.167638305555556,748.0,PONTE DAS ALMORREIMAS,3,35460000
31,9006,5,0,2,ESTRADA,,SEM DENOMINACAO,,SN,,,,,,,,,,,-20.16396333333333,-44.16566666666667,812.0,PIRES,3,35460000
31,9006,5,0,2,ESTRADA,,SEM DENOMINACAO,,SN,,,,,,,,,,,-20.173033333333336,-44.16507163888889,754.0,PONTE DAS ALMORREIMAS,3,35460000
31,9006,5,0,2,ESTRADA,,SEM DENOMINACAO,,SN,,,,,,,,,,,-20.181385000000002,-44.155631666666665,785.0,PONTE DAS ALMORREIMAS,3,35460000
31,9006,5,0,2,ESTRADA,,SEM DENOMINACAO,,SN,,,,,,,,,,,-20.20680663888889,-44.154421666666664,783.0,MARICOTA,3,35460000
31,9006,5,0,2,ESTRADA,,SEM DENOMINACAO,,SN,,,,,,,,,,,-20.2153,-44.168456638888884,815.0,BARREIRAS,3,35460000
31,9006,5,0,2,ESTRADA,,SEM DENOMINACAO,,SN,,,,,,,,,,,-20.227568305555554,-44.19213163888889,867.0,EIXO QUEBRADO,3,35460000
31,9006,5,0,2,ESTRADA,,FAZENDA DA LAJE,,SN,,,,,,,,,,,-20.19811163888889,-44.133585,774.0,MARICOTA,3,35460000
31,9006,5,0,2,ESTRADA,,CAJU A BARREIRAS,,SN,,,,,,,,,,,-20.21446333333333,-44.16634330555556,817.0,BARREIRAS,3,35460000
31,9006,5,0,2,ESTRADA,,CAJU A BARREIRAS,,SN,,,,,,,,,,,-20.21025663888889,-44.14523833333333,782.0,MARICOTA,3,35460000
31,9006,5,0,2,ESTRADA,,CAJU A BARREIRAS,,SN,,,,,,,,,,,-20.211739972222222,-44.16341497222222,851.0,BARREIRAS,3,35460000
31,9006,5,0,2,ESTRADA,,MARICOTA A PONTE PASSAGEM MELO FRANCO,,SN,,,,,,,,,,,-20.20854333333333,-44.12529830555555,744.0,MARICOTA,3,35460000
